price,title,furnishing,tenants preferred,bathroom,availability,longitude,latitude,balcony,floor,facing,overlooking,car parking,owner resides,address,gmaps_info,coord
"₹ 17,000",3 BHK House for rent in Toli Chowki 1500 sqft,Semi-Furnished,Bachelors,3,Immediately,17.404151916503903,78.41273498535156,1,1 out of 3 Floors,,Main Road,"1 Covered, 1 Open",," Toli Chowki, Hyderabad","[{'address_components': [{'long_name': 'Toli Chowki', 'short_name': 'Toli Chowki', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Hyderabad', 'short_name': 'Hyderabad', 'types': ['locality', 'political']}, {'long_name': 'Ranga Reddy', 'short_name': 'R.R. District', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Telangana', 'short_name': 'Telangana', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}, {'long_name': '500008', 'short_name': '500008', 'types': ['postal_code']}], 'formatted_address': 'Toli Chowki, Hyderabad, Telangana 500008, India', 'geometry': {'bounds': {'northeast': {'lat': 17.4083841, 'lng': 78.429557}, 'southwest': {'lat': 17.3834139, 'lng': 78.4000101}}, 'location': {'lat': 17.3990023, 'lng': 78.4156933}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 17.4083841, 'lng': 78.429557}, 'southwest': {'lat': 17.3834139, 'lng': 78.4000101}}}, 'place_id': 'ChIJc44F5emWyzsR8eZ8teeTfQQ', 'types': ['political', 'sublocality', 'sublocality_level_1']}]","(17.3990023, 78.4156933)"
"₹ 7,500","2 BHK Apartment for rent in Hydershakote, Bandlaguda, Chevella Road 1430 sqft",Semi-Furnished,Bachelors/Family,2,Immediately,17.368032455444336,78.38275146484375,1,Ground out of 3 Floors,,"Garden/Park, Main Road","1 Covered, 1 Open",," Hydershakote, Bandlaguda, Chevella Road, Hyderabad","[{'address_components': [{'long_name': 'Chevella Road', 'short_name': 'Chevella Rd', 'types': ['route']}, {'long_name': 'Hydershakote', 'short_name': 'Hydershakote', 'types': ['political', 'sublocality', 'sublocality_level_3']}, {'long_name': 'Madhavi Nagar', 'short_name': 'Madhavi Nagar', 'types': ['political', 'sublocality', 'sublocality_level_2']}, {'long_name': 'Bandlaguda Jagir', 'short_name': 'Bandlaguda Jagir', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Hyderabad', 'short_name': 'Hyderabad', 'types': ['locality', 'political']}, {'long_name': 'Ranga Reddy', 'short_name': 'R.R. District', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Telangana', 'short_name': 'Telangana', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}], 'formatted_address': 'Chevella Rd, Hydershakote, Madhavi Nagar, Bandlaguda Jagir, Hyderabad, Telangana, India', 'geometry': {'bounds': {'northeast': {'lat': 17.3696248, 'lng': 78.4038887}, 'southwest': {'lat': 17.358893, 'lng': 78.3866287}}, 'location': {'lat': 17.3643408, 'lng': 78.3952183}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 17.3696248, 'lng': 78.4038887}, 'southwest': {'lat': 17.358893, 'lng': 78.3866287}}}, 'place_id': 'EldDaGV2ZWxsYSBSZCwgSHlkZXJzaGFrb3RlLCBNYWRoYXZpIE5hZ2FyLCBCYW5kbGFndWRhIEphZ2lyLCBIeWRlcmFiYWQsIFRlbGFuZ2FuYSwgSW5kaWEiLiosChQKEgldUzQzYZbLOxHtIj0x4kHS3hIUChIJoXe2OXeWyzsRL7q5HV_xkEM', 'types': ['route']}]","(17.3643408, 78.3952183)"
"₹ 40,000","5 BHK Apartment for rent in Tellapur, Outer Ring Road 5036 sqft",Semi-Furnished,Bachelors/Family,4,Immediately,17.46061897277832,78.27516174316406,,17 out of 30 Floors,East,Garden/Park,,," Tellapur, Outer Ring Road, Hyderabad","[{'address_components': [{'long_name': 'Nehru Outer Ring Road', 'short_name': 'Nehru Outer Ring Rd', 'types': ['route']}, {'long_name': 'Tellapur', 'short_name': 'Tellapur', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Hyderabad', 'short_name': 'Hyderabad', 'types': ['locality', 'political']}, {'long_name': 'Ranga Reddy', 'short_name': 'R.R. District', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Telangana', 'short_name': 'Telangana', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}], 'formatted_address': 'Nehru Outer Ring Rd, Tellapur, Hyderabad, Telangana, India', 'geometry': {'bounds': {'northeast': {'lat': 17.4715174, 'lng': 78.25739380000002}, 'southwest': {'lat': 17.4440548, 'lng': 78.24832549999999}}, 'location': {'lat': 17.4578074, 'lng': 78.2511115}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 17.4715174, 'lng': 78.25739380000002}, 'southwest': {'lat': 17.4440548, 'lng': 78.24832549999999}}}, 'place_id': 'EjpOZWhydSBPdXRlciBSaW5nIFJkLCBUZWxsYXB1ciwgSHlkZXJhYmFkLCBUZWxhbmdhbmEsIEluZGlhIi4qLAoUChIJ17uhPU11yzsR_Ly0hPCUwAYSFAoSCVt9FuIo7cs7ESYJRnfqE_Vl', 'types': ['route']}]","(17.4578074, 78.2511115)"
"₹ 8,000","1 BHK House for rent in Narsingi, Outer Ring Road",Semi-Furnished,Bachelors/Family,1,Immediately,78.35169189999999,17.3903871,1,2 out of 2 Floors,East,"Garden/Park, Pool",1 Covered,," Narsingi, Outer Ring Road, Hyderabad","[{'address_components': [{'long_name': 'Nehru Outer Ring Road', 'short_name': 'Nehru Outer Ring Rd', 'types': ['route']}, {'long_name': 'Narsingi', 'short_name': 'Narsingi', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Hyderabad', 'short_name': 'Hyderabad', 'types': ['locality', 'political']}, {'long_name': 'Ranga Reddy', 'short_name': 'R.R. District', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Telangana', 'short_name': 'Telangana', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}], 'formatted_address': 'Nehru Outer Ring Rd, Narsingi, Hyderabad, Telangana, India', 'geometry': {'bounds': {'northeast': {'lat': 17.4042043, 'lng': 78.353404}, 'southwest': {'lat': 17.3769035, 'lng': 78.3434383}}, 'location': {'lat': 17.3903871, 'lng': 78.35169189999999}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 17.4042043, 'lng': 78.353404}, 'southwest': {'lat': 17.3769035, 'lng': 78.3434383}}}, 'place_id': 'EjpOZWhydSBPdXRlciBSaW5nIFJkLCBOYXJzaW5naSwgSHlkZXJhYmFkLCBUZWxhbmdhbmEsIEluZGlhIi4qLAoUChIJ17uhPU11yzsR_Ly0hPCUwAYSFAoSCfdWuxlBlMs7EQvei_K9Nrzk', 'types': ['route']}]","(17.3903871, 78.35169189999999)"
"₹ 10,000",2 BHK House for rent in chakaripuram 1000 sqft,Unfurnished,Bachelors/Family,2,Immediately,78.5889449,17.4798188,2,Ground out of 2 Floors,West,,,," chakaripuram, Hyderabad","[{'address_components': [{'long_name': 'Chakripuram Road', 'short_name': 'Chakripuram Rd', 'types': ['route']}, {'long_name': 'Hyderabad', 'short_name': 'Hyderabad', 'types': ['locality', 'political']}, {'long_name': 'Ranga Reddy', 'short_name': 'R.R. District', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Telangana', 'short_name': 'Telangana', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}, {'long_name': '500062', 'short_name': '500062', 'types': ['postal_code']}], 'formatted_address': 'Chakripuram Rd, Hyderabad, Telangana 500062, India', 'geometry': {'bounds': {'northeast': {'lat': 17.4839636, 'lng': 78.5967506}, 'southwest': {'lat': 17.4788739, 'lng': 78.57923559999999}}, 'location': {'lat': 17.4798188, 'lng': 78.5889449}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 17.4839636, 'lng': 78.5967506}, 'southwest': {'lat': 17.4788739, 'lng': 78.57923559999999}}}, 'partial_match': True, 'place_id': 'EitDaGFrcmlwdXJhbSBSZCwgSHlkZXJhYmFkLCBUZWxhbmdhbmEsIEluZGlhIi4qLAoUChIJMab1uoqcyzsRufnZKjonKeQSFAoSCcfS6-ramcs7EcL7upKDt5Ou', 'types': ['route']}]","(17.4798188, 78.5889449)"
"₹ 16,000",3 BHK Builder Floor for rent in KTR Colony - Nizampet 1450 sqft,Unfurnished,Bachelors/Family,3,Immediately,78.3796009,17.5138542,,2 out of 5 Floors,,,,," KTR Colony - Nizampet, Hyderabad","[{'address_components': [{'long_name': 'KTR Colony', 'short_name': 'KTR Colony', 'types': ['political', 'sublocality', 'sublocality_level_3']}, {'long_name': 'Venkatraya Nagar', 'short_name': 'Venkatraya Nagar', 'types': ['political', 'sublocality', 'sublocality_level_2']}, {'long_name': 'Nizampet', 'short_name': 'Nizampet', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Hyderabad', 'short_name': 'Hyderabad', 'types': ['locality', 'political']}, {'long_name': 'Ranga Reddy', 'short_name': 'R.R. District', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Telangana', 'short_name': 'Telangana', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}, {'long_name': '500090', 'short_name': '500090', 'types': ['postal_code']}], 'formatted_address': 'KTR Colony, Venkatraya Nagar, Nizampet, Hyderabad, Telangana 500090, India', 'geometry': {'bounds': {'northeast': {'lat': 17.5149464, 'lng': 78.38171109999999}, 'southwest': {'lat': 17.512103, 'lng': 78.37653460000001}}, 'location': {'lat': 17.5138542, 'lng': 78.3796009}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 17.5149464, 'lng': 78.38171109999999}, 'southwest': {'lat': 17.512103, 'lng': 78.37653460000001}}}, 'place_id': 'ChIJN6-ExwCSyzsRtOsRqEOOO14', 'types': ['political', 'sublocality', 'sublocality_level_3']}]","(17.5138542, 78.3796009)"
"₹ 49,000","3 BHK Apartment for rent in Gachibowli, Outer Ring Road 1735 sqft",Semi-Furnished,Bachelors/Family,3,Immediately,78.3588692,17.4285994,,4 out of 9 Floors,East,Main Road,,," Gachibowli, Outer Ring Road, Hyderabad","[{'address_components': [{'long_name': 'Nehru Outer Ring Road', 'short_name': 'Nehru Outer Ring Rd', 'types': ['route']}, {'long_name': 'Gachibowli', 'short_name': 'Gachibowli', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Hyderabad', 'short_name': 'Hyderabad', 'types': ['locality', 'political']}, {'long_name': 'Ranga Reddy', 'short_name': 'R.R. District', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Telangana', 'short_name': 'Telangana', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}], 'formatted_address': 'Nehru Outer Ring Rd, Gachibowli, Hyderabad, Telangana, India', 'geometry': {'bounds': {'northeast': {'lat': 17.4385862, 'lng': 78.3637078}, 'southwest': {'lat': 17.4179337, 'lng': 78.35595359999999}}, 'location': {'lat': 17.4285994, 'lng': 78.3588692}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 17.4385862, 'lng': 78.3637078}, 'southwest': {'lat': 17.4179337, 'lng': 78.35595359999999}}}, 'place_id': 'EjxOZWhydSBPdXRlciBSaW5nIFJkLCBHYWNoaWJvd2xpLCBIeWRlcmFiYWQsIFRlbGFuZ2FuYSwgSW5kaWEiLiosChQKEgnXu6E9TXXLOxH8vLSE8JTABhIUChIJ387edqKTyzsR4kSTb57nEiw', 'types': ['route']}]","(17.4285994, 78.3588692)"
"₹ 17,000","2 BHK House for rent in Ramanthapur, NH 2 2 1500 sqft",Semi-Furnished,Bachelors/Family,2,From Mar '20,78.5403524,17.3921964,,Ground out of 2 Floors,,,,," Ramanthapur, NH 2 2, Hyderabad","[{'address_components': [{'long_name': 'Ramanthapur', 'short_name': 'Ramanthapur', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Hyderabad', 'short_name': 'Hyderabad', 'types': ['locality', 'political']}, {'long_name': 'Hyderabad', 'short_name': 'Hyderabad', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Telangana', 'short_name': 'Telangana', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}], 'formatted_address': 'Ramanthapur, Hyderabad, Telangana, India', 'geometry': {'bounds': {'northeast': {'lat': 17.403164, 'lng': 78.558887}, 'southwest': {'lat': 17.376834, 'lng': 78.528927}}, 'location': {'lat': 17.3921964, 'lng': 78.5403524}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 17.403164, 'lng': 78.558887}, 'southwest': {'lat': 17.376834, 'lng': 78.528927}}}, 'partial_match': True, 'place_id': 'ChIJNXT9-iGZyzsReRytQ7Bd1e0', 'types': ['political', 'sublocality', 'sublocality_level_1']}]","(17.3921964, 78.5403524)"
₹ 1.8 Lac,"4 BHK Apartment for rent in Banjara Hills, NH 9 4000 sqft",Furnished,Bachelors/Family,4,Immediately,78.43576049804688,17.415895462036133,3,1 out of 4 Floors,,"Main Road, Garden/Park, Pool",,," Banjara Hills, NH 9, Hyderabad","[{'address_components': [{'long_name': 'National Highway 65', 'short_name': 'NH65', 'types': ['route']}, {'long_name': 'Hyderabad', 'short_name': 'Hyderabad', 'types': ['locality', 'political']}, {'long_name': 'Telangana', 'short_name': 'Telangana', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}], 'formatted_address': 'NH65, Hyderabad, Telangana, India', 'geometry': {'bounds': {'northeast': {'lat': 17.5684436, 'lng': 78.656655}, 'southwest': {'lat': 17.3174502, 'lng': 78.1594361}}, 'location': {'lat': 17.4244895, 'lng': 78.4535709}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 17.4438393, 'lng': 78.4729207}, 'southwest': {'lat': 17.4051397, 'lng': 78.4342211}}}, 'place_id': 'EiFOSDY1LCBIeWRlcmFiYWQsIFRlbGFuZ2FuYSwgSW5kaWEiLiosChQKEgk3pgj8HD_JOxGAAQe4yLslxRIUChIJx9Lr6tqZyzsRwvu6koO3k64', 'types': ['route']}]","(17.4244895, 78.4535709)"
"₹ 45,000",3 BHK Apartment for rent in Kondapur 2750 sqft,Semi-Furnished,Bachelors/Family,3,Immediately,17.459917068481445,78.36779022216797,1,,West,,"2 Covered, 1 Open",," Kondapur, Hyderabad","[{'address_components': [{'long_name': 'Kondapur', 'short_name': 'Kondapur', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Hyderabad', 'short_name': 'Hyderabad', 'types': ['locality', 'political']}, {'long_name': 'Ranga Reddy', 'short_name': 'R.R. District', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Telangana', 'short_name': 'Telangana', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}], 'formatted_address': 'Kondapur, Hyderabad, Telangana, India', 'geometry': {'bounds': {'northeast': {'lat': 17.4755133, 'lng': 78.3737101}, 'southwest': {'lat': 17.4504829, 'lng': 78.33915999999999}}, 'location': {'lat': 17.4698577, 'lng': 78.3578246}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 17.4755133, 'lng': 78.3737101}, 'southwest': {'lat': 17.4504829, 'lng': 78.33915999999999}}}, 'place_id': 'ChIJa6NJKMmTyzsR-hJVkDTADd4', 'types': ['political', 'sublocality', 'sublocality_level_1']}]","(17.4698577, 78.3578246)"
"₹ 35,000","3 BHK Apartment for rent in Sri Sai Shilpa Park, Kondapur 1830 sqft",,,,,78.3688953,17.470447,,,,,,," Sri Sai Shilpa Park, Kondapur, Hyderabad","[{'address_components': [{'long_name': '5th Cross Road', 'short_name': '5th Cross Rd', 'types': ['route']}, {'long_name': 'Hanuman Nagar', 'short_name': 'Hanuman Nagar', 'types': ['political', 'sublocality', 'sublocality_level_3']}, {'long_name': 'Silpa Park', 'short_name': 'Silpa Park', 'types': ['political', 'sublocality', 'sublocality_level_2']}, {'long_name': 'Kothaguda', 'short_name': 'Kothaguda', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Hyderabad', 'short_name': 'Hyderabad', 'types': ['locality', 'political']}, {'long_name': 'Ranga Reddy', 'short_name': 'R.R. District', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Telangana', 'short_name': 'Telangana', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}, {'long_name': '500084', 'short_name': '500084', 'types': ['postal_code']}], 'formatted_address': '5th Cross Rd, Hanuman Nagar, Silpa Park, Kothaguda, Hyderabad, Telangana 500084, India', 'geometry': {'location': {'lat': 17.470447, 'lng': 78.3688953}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 17.4717959802915, 'lng': 78.37024428029152}, 'southwest': {'lat': 17.4690980197085, 'lng': 78.36754631970851}}}, 'place_id': 'ChIJ5b_SCzOSyzsREv0QVeBhuqg', 'plus_code': {'compound_code': 'F9C9+5H Hyderabad, Telangana, India', 'global_code': '7J9WF9C9+5H'}, 'types': ['establishment', 'lodging', 'point_of_interest']}]","(17.470447, 78.3688953)"
"₹ 20,000","2 BHK Apartment for rent in SV Brindavanam, Boduppal, NH 2 2 1200 sqft",,,,,17.408347,78.585309,,,,,,," SV Brindavanam, Boduppal, NH 2 2, Hyderabad","[{'address_components': [{'long_name': 'Keshavnagar', 'short_name': 'Keshavnagar', 'types': ['political', 'sublocality', 'sublocality_level_3']}, {'long_name': 'Bhagya Nagar Colony', 'short_name': 'Bhagya Nagar Colony', 'types': ['political', 'sublocality', 'sublocality_level_2']}, {'long_name': 'Boduppal', 'short_name': 'Boduppal', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Hyderabad', 'short_name': 'Hyderabad', 'types': ['locality', 'political']}, {'long_name': 'Ranga Reddy', 'short_name': 'R.R. District', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Telangana', 'short_name': 'Telangana', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}, {'long_name': '500092', 'short_name': '500092', 'types': ['postal_code']}], 'formatted_address': '500092, Keshavnagar, Bhagya Nagar Colony, Boduppal, Hyderabad, Telangana 500092, India', 'geometry': {'location': {'lat': 17.4081069, 'lng': 78.5852446}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 17.4094558802915, 'lng': 78.5865935802915}, 'southwest': {'lat': 17.4067579197085, 'lng': 78.58389561970849}}}, 'place_id': 'ChIJNdcs5cCeyzsRW0YKnjBGKbk', 'plus_code': {'compound_code': 'CH5P+63 Hyderabad, Telangana, India', 'global_code': '7J9WCH5P+63'}, 'types': ['establishment', 'point_of_interest']}]","(17.4081069, 78.5852446)"
"₹ 40,000","4 BHK Apartment for rent in L&T Serene County, Telecom Nagar, Gachibowli, Outer Ring Road 2261 sqft",,,,,17.432636499999997,78.362012,,,,,,," L&T Serene County, Telecom Nagar, Gachibowli, Outer Ring Road, Hyderabad","[{'address_components': [{'long_name': 'Urdu University Road', 'short_name': 'Urdu University Rd', 'types': ['route']}, {'long_name': 'Telecom Nagar', 'short_name': 'Telecom Nagar', 'types': ['political', 'sublocality', 'sublocality_level_2']}, {'long_name': 'Gachibowli', 'short_name': 'Gachibowli', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Hyderabad', 'short_name': 'Hyderabad', 'types': ['locality', 'political']}, {'long_name': 'Ranga Reddy', 'short_name': 'R.R. District', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Telangana', 'short_name': 'Telangana', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}, {'long_name': '500032', 'short_name': '500032', 'types': ['postal_code']}], 'formatted_address': 'Opposite to NITHM, Urdu University Rd, Telecom Nagar, Gachibowli, Hyderabad, Telangana 500032, India', 'geometry': {'location': {'lat': 17.4337134, 'lng': 78.3621602}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 17.4350623802915, 'lng': 78.36350918029152}, 'southwest': {'lat': 17.4323644197085, 'lng': 78.36081121970851}}}, 'place_id': 'ChIJ_1VmUO2TyzsRbcOzcRzK10E', 'plus_code': {'compound_code': 'C9M6+FV Gachibowli, Hyderabad, Telangana, India', 'global_code': '7J9WC9M6+FV'}, 'types': ['establishment', 'point_of_interest']}]","(17.4337134, 78.3621602)"
"₹ 40,000","3 BHK Apartment for rent in Ramky Towers, Chhota Anjaiah Nagar, Gachibowli, Outer Ring Road 2410 sqft",,,,,17.445508,78.36655390000001,,,,,,," Ramky Towers, Chhota Anjaiah Nagar, Gachibowli, Outer Ring Road, Hyderabad","[{'address_components': [{'long_name': 'Mindspace Road', 'short_name': 'Mindspace Rd', 'types': ['route']}, {'long_name': 'P Janardhan Reddy Nagar', 'short_name': 'P Janardhan Reddy Nagar', 'types': ['political', 'sublocality', 'sublocality_level_2']}, {'long_name': 'Gachibowli', 'short_name': 'Gachibowli', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Hyderabad', 'short_name': 'Hyderabad', 'types': ['locality', 'political']}, {'long_name': 'Ranga Reddy', 'short_name': 'R.R. District', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Telangana', 'short_name': 'Telangana', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}, {'long_name': '500032', 'short_name': '500032', 'types': ['postal_code']}], 'formatted_address': 'Mindspace Rd, P Janardhan Reddy Nagar, Gachibowli, Hyderabad, Telangana 500032, India', 'geometry': {'location': {'lat': 17.4447913, 'lng': 78.3661159}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 17.4461402802915, 'lng': 78.36746488029151}, 'southwest': {'lat': 17.4434423197085, 'lng': 78.36476691970849}}}, 'place_id': 'ChIJDY_QwcGTyzsRVPQ0gnD-IZI', 'plus_code': {'compound_code': 'C9V8+WC Gachibowli, Hyderabad, Telangana, India', 'global_code': '7J9WC9V8+WC'}, 'types': ['establishment', 'point_of_interest']}]","(17.4447913, 78.3661159)"
"₹ 24,000","2 BHK Apartment for rent in My Homes Jewel, Deepthisri Nagar, NH 9 1245 sqft",,,,,17.492307,78.33770600000001,,,,,,," My Homes Jewel, Deepthisri Nagar, NH 9, Hyderabad","[{'address_components': [{'long_name': 'Central Park', 'short_name': 'Central Park', 'types': []}, {'long_name': 'Manjeera Pipeline Road', 'short_name': 'Manjeera Pipeline Rd', 'types': ['route']}, {'long_name': 'Madinaguda', 'short_name': 'Madinaguda', 'types': ['political', 'sublocality', 'sublocality_level_2']}, {'long_name': 'Hafeezpet', 'short_name': 'Hafeezpet', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Hyderabad', 'short_name': 'Hyderabad', 'types': ['locality', 'political']}, {'long_name': 'Ranga Reddy', 'short_name': 'R.R. District', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Telangana', 'short_name': 'Telangana', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}, {'long_name': '500049', 'short_name': '500049', 'types': ['postal_code']}], 'formatted_address': 'Manjeera Pipeline Rd, Near Central Park, Madinaguda, Hafeezpet, Hyderabad, Telangana 500049, India', 'geometry': {'location': {'lat': 17.4920867, 'lng': 78.3376742}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 17.4934356802915, 'lng': 78.3390231802915}, 'southwest': {'lat': 17.49073771970849, 'lng': 78.33632521970848}}}, 'place_id': 'ChIJp1Hmk2CSyzsRzrjElmpHDT0', 'plus_code': {'compound_code': 'F8RQ+R3 Hyderabad, Telangana, India', 'global_code': '7J9WF8RQ+R3'}, 'types': ['establishment', 'point_of_interest']}]","(17.4920867, 78.3376742)"
"₹ 35,000","3 BHK Apartment for rent in Trendset Rythme, Whitefields 1910 sqft",,,,,17.455471,78.3678909,,,,,,," Trendset Rythme, Whitefields, Hyderabad","[{'address_components': [{'long_name': 'Kondapur', 'short_name': 'Kondapur', 'types': ['locality', 'political']}, {'long_name': 'Venkat Enclave', 'short_name': 'Venkat Enclave', 'types': ['political', 'sublocality', 'sublocality_level_3']}, {'long_name': 'Whitefields', 'short_name': 'Whitefields', 'types': ['political', 'sublocality', 'sublocality_level_2']}, {'long_name': 'Kondapur', 'short_name': 'Kondapur', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Ranga Reddy', 'short_name': 'R.R. District', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Telangana', 'short_name': 'Telangana', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}, {'long_name': '500084', 'short_name': '500084', 'types': ['postal_code']}], 'formatted_address': 'Survey No.7, Serilingampally Mandal, Ranga Reddy District, Venkat Enclave, Whitefields, Kondapur, Telangana 500084, India', 'geometry': {'location': {'lat': 17.454673, 'lng': 78.3683231}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 17.4560219802915, 'lng': 78.3696720802915}, 'southwest': {'lat': 17.4533240197085, 'lng': 78.36697411970849}}}, 'place_id': 'ChIJUdBkwsWTyzsRZJiTe1uusk0', 'plus_code': {'compound_code': 'F939+V8 Hyderabad, Telangana, India', 'global_code': '7J9WF939+V8'}, 'types': ['establishment', 'point_of_interest']}]","(17.454673, 78.3683231)"
"₹ 14,000",2 BHK Apartment for rent in Current location,Unfurnished,Bachelors/Family,2,Immediately,17.411842346191403,78.49319458007812,2,2 out of 2 Floors,,,,," Current location, Hyderabad","[{'address_components': [{'long_name': 'Hyderabad', 'short_name': 'Hyderabad', 'types': ['locality', 'political']}, {'long_name': 'Telangana', 'short_name': 'Telangana', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}], 'formatted_address': 'Hyderabad, Telangana, India', 'geometry': {'bounds': {'northeast': {'lat': 17.6078088, 'lng': 78.6561694}, 'southwest': {'lat': 17.2168886, 'lng': 78.1599217}}, 'location': {'lat': 17.385044, 'lng': 78.486671}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 17.6078088, 'lng': 78.6561694}, 'southwest': {'lat': 17.2168886, 'lng': 78.1599217}}}, 'place_id': 'ChIJx9Lr6tqZyzsRwvu6koO3k64', 'types': ['locality', 'political']}]","(17.385044, 78.486671)"
