price,title,longitude,latitude,floor,furnishing,tenants preferred,bathroom,facing,availability,car parking,balcony,owner resides,overlooking
"₹ 21,000",3 BHK Builder Floor for rent in Velachery 2400 sqft,12.97907829284668,80.21918487548828,1 out of 2 Floors,Semi-Furnished,Bachelors,2,North,Immediately,,1,,
"₹ 9,000",2 BHK Builder Floor for rent in Iyyappanthangal 850 sqft,13.0392144,80.1353985,1 out of 2 Floors,Unfurnished,Bachelors/Family,2,,Immediately,,1,,Pool
"₹ 13,000","3 BHK Apartment for rent in Shantha Towers, Avadi 1375 sqft",13.088445,80.108992,,,,,,,,,,
"₹ 20,000",2 BHK Builder Floor for rent in Thirumudivakkam 1500 sqft,,,6 out of 6 Floors,Furnished,Bachelors/Family,2,,Immediately,,,,
"₹ 5,500","1 BHK Builder Floor for rent in BSR Chrompet, Chromepet, GST Road",,,,,,,,,,,,
₹ 1.5 Lac,"4 BHK Villa for rent in Akkarai, Injambakkam, E Coast Road 4800 sqft",,,,Semi-Furnished,Bachelors/Family,5,East,Immediately,2 Covered,2,,"Garden/Park, Pool"
"₹ 90,000","3 BHK Apartment for rent in Ceebros Grayshott, R.A Puram, Mandaiveli 2000 sqft",13.0220656718504,80.2578806359564,,,,,,,,,,
"₹ 7,500",3 BHK House for rent in Padiyanallur 1445 sqft,13.198418617248535,80.18275451660156,Ground out of 1 Floor,Semi-Furnished,Bachelors/Family,2,,Immediately,,,,
₹ 1.3 Lac,3 BHK Apartment for rent in Anna Nagar East 2937 sqft,,,1 out of 3 Floors,Furnished,Bachelors/Family,3,,Immediately,2 Covered,1,,
"₹ 12,000","2 BHK Builder Floor for rent in Rajakilpakkam, Tirusulam 1200 sqft",,,1 out of 2 Floors,Semi-Furnished,Bachelors/Family,2,,From Mar '20,,,,
"₹ 25,000","3 BHK Villa for rent in Perungalathur, Chennai Bypass Road 1850 sqft",,,,Semi-Furnished,Bachelors/Family,3,North,Immediately,1 Covered,1,,
"₹ 13,500",3 BHK Apartment for rent in Pallikaarani 1150 sqft,,,1 out of 2 Floors,Unfurnished,Bachelors/Family,2,,Immediately,,1,,
₹ 4.5 Lac,"3 BHK Villa for rent in Ranga Garden, Vadaperumbakkam 1800 sqft",,,,Semi-Furnished,Bachelors/Family,2,,Immediately,1 Covered,,,Garden/Park
"₹ 35,000",3 BHK Apartment for rent in Thoraipakkam 1650 sqft,12.940413475036621,80.23832702636719,3 out of 14 Floors,Semi-Furnished,Bachelors,3,North,Immediately,,2,,"Pool, Garden/Park, Main Road"
"₹ 14,000",3 BHK House for rent in Porur 1600 sqft,,,Ground out of 2 Floors,Semi-Furnished,Bachelors/Family,3,,Immediately,,,,
"₹ 15,000","2 BHK Builder Floor for rent in Baby Nagar Extention, Velachery 1000 sqft",13.060683250427246,80.2471694946289,1 out of 4 Floors,Unfurnished,Bachelors,2,East,Immediately,1 Covered,,,"Garden/Park, Pool, Main Road"
"₹ 17,000","2 BHK Builder Floor for rent in Gangai nagar, Velachery 1000 sqft",13.04923152923584,80.22977447509766,1 out of 2 Floors,Unfurnished,Bachelors,2,East,Immediately,1 Covered,1,,"Garden/Park, Pool, Main Road"
"₹ 19,000",2 BHK Builder Floor for rent in AGS Colony-Velachery 1000 sqft,8.289285659790039,77.44097137451172,2 out of 3 Floors,Semi-Furnished,Bachelors,2,East,Immediately,1 Covered,1,,"Garden/Park, Pool, Main Road"
"₹ 60,000",3 BHK Apartment for rent in PH Road 2100 sqft,,,16 out of 18 Floors,Semi-Furnished,Bachelors/Family,3,East,Immediately,2 Covered,,,Garden/Park
"₹ 7,500","2 BHK House for rent in Urapakkam, Vandalur R.F, GST Road 1000 sqft",12.864663124084473,80.07218170166016,1 out of 3 Floors,Semi-Furnished,Bachelors/Family,2,,Immediately,,,,
"₹ 18,000","2 BHK Builder Floor for rent in Dhandeeswaram, Velachery 1000 sqft",8.292369842529297,77.44312286376953,1 out of 2 Floors,Semi-Furnished,Bachelors,2,East,Immediately,1 Covered,1,,"Garden/Park, Pool, Main Road"
"₹ 14,000","3 BHK Apartment for rent in Tambaram West, Tambaram, Chennai Bypass Road 1140 sqft",,,2 out of 2 Floors,Semi-Furnished,Bachelors/Family,2,,Immediately,,,,
"₹ 85,000","4 BHK Apartment for rent in MRC Nagar, Raja Annamalai Puram 3000 sqft",13.019593238830566,80.27200317382812,6 out of 13 Floors,Furnished,Bachelors,4,North,Immediately,2 Covered,3,,Main Road
"₹ 7,000",1 BHK House for rent in Velachery,,,1 out of 2 Floors,Unfurnished,Bachelors/Family,1,East,Immediately,,,,
"₹ 35,000",3 BHK Apartment for rent in Koyambedu 1450 sqft,,,5 out of 18 Floors,Semi-Furnished,Bachelors/Family,3,,Immediately,,,,
"₹ 12,000","1 BHK House for rent in Adyar, Sardar Patel Road",13.003388404846191,80.25928497314453,Ground out of 2 Floors,Unfurnished,Bachelors/Family,1,,Immediately,,,,
"₹ 55,000","3 BHK Apartment for rent in R.A Puram, Mandaiveli 2000 sqft",13.061124801635742,80.1933364868164,3 out of 6 Floors,Semi-Furnished,Bachelors,3,East,Immediately,"1 Covered, 1 Open",2,,"Garden/Park, Main Road"
"₹ 25,000",3 BHK Builder Floor for rent in Mogappair West 1646 sqft,13.079608917236328,80.21466064453125,1 out of 4 Floors,Semi-Furnished,Bachelors/Family,3,East,Immediately,,,,"Garden/Park, Main Road"
"₹ 5,000",2 BHK Apartment for rent in Kandigai 740 sqft,12.84943675994873,80.1436767578125,3 out of 5 Floors,Semi-Furnished,Bachelors/Family,1,,Immediately,,1,,
"₹ 80,000",3 BHK Apartment for rent in Mylapore 2400 sqft,,,3 out of 4 Floors,Semi-Furnished,Family,3,East,Immediately,,2,,Main Road
"₹ 12,500","2 BHK Apartment for rent in Century Court, Poonamalle 860 sqft",13.0477970928522,80.0036412102714,,,,,,,,,,
"₹ 19,000","2 BHK Builder Floor for rent in Devi Karumariamman Nagar, Velachery 1010 sqft",8.292369842529297,77.44312286376953,1 out of 2 Floors,Semi-Furnished,Bachelors,2,East,Immediately,,1,,"Garden/Park, Pool, Main Road"
"₹ 7,500",3 BHK Apartment for rent in Thiruporur 1200 sqft,12.721823692321777,80.1958999633789,3 out of 4 Floors,Unfurnished,Bachelors/Family,3,,Immediately,,,,
"₹ 15,000",2 BHK House for rent in Padapai 1200 sqft,,,Ground out of 1 Floor,Unfurnished,Family,2,East,Immediately,"1 Covered, 1 Open",1,,Main Road
"₹ 40,000",3 BHK Apartment for rent in Thiruvanmiyur 1710 sqft,12.983258247375488,80.26066589355469,1 out of 3 Floors,Semi-Furnished,Bachelors/Family,3,East,Immediately,,2,,
"₹ 28,000","3 BHK Apartment for rent in Pragnya Eden Park, Siruseri 2050 sqft",12.824255,80.206016,,,,,,,,,,
"₹ 70,000","4 BHK House for rent in Neelankarai, E Coast Road 3600 sqft",12.950055122375488,80.25737762451172,Ground out of 1 Floor,Semi-Furnished,Bachelors/Family,4,North,Immediately,"2 Covered, 1 Open",2,,
₹ 1.1 Lac,"3 BHK Builder Floor for rent in Poes Garden, Teynampet 1800 sqft",13.057478904724121,80.2249755859375,4 out of 4 Floors,Unfurnished,Bachelors,2,East,Immediately,"1 Covered, 1 Open",2,,"Garden/Park, Main Road"
"₹ 90,000",3 BHK Builder Floor for rent in Thiruvanmiyur 1700 sqft,,,4 out of 4 Floors,Furnished,Bachelors/Family,3,West,Immediately,2 Covered,2,,Garden/Park
"₹ 16,000","2 BHK Apartment for rent in Doshi Tranquil, Velachery 1050 sqft",12.9599297046661,80.2150547504425,,,,,,,,,,
₹ 3.5 Lac,1 BHK House for rent in Injambakkam,,,1 out of 2 Floors,Unfurnished,Bachelors,1,,Immediately,,,,
"₹ 60,000",3 BHK Builder Floor for rent in Besant Nagar 2000 sqft,,,1 out of 2 Floors,Semi-Furnished,Bachelors/Family,3,South,Immediately,2 Covered,2,,Garden/Park
"₹ 18,000",2 BHK Builder Floor for rent in Vadapalani 800 sqft,13.144596099853516,80.1871337890625,1 out of 2 Floors,Unfurnished,Bachelors,2,North,Immediately,,2,,Main Road
"₹ 22,500",2 BHK Apartment for rent in Kottivakkam 1300 sqft,12.969216346740723,80.2613754272461,1 out of 3 Floors,Unfurnished,Bachelors,2,East,Immediately,,3,,Main Road
"₹ 18,500",2 BHK House for rent in Choolaimedu 850 sqft,13.076775550842285,80.2426986694336,1 out of 2 Floors,Unfurnished,Bachelors,2,West,Immediately,,,,Garden/Park
"₹ 9,000",1 BHK House for rent in Tharamani,,,,Semi-Furnished,Bachelors/Family,2,West,Immediately,,,,
"₹ 25,000",2 BHK Builder Floor for rent in Thiruvanmiyur 1200 sqft,12.983258247375488,80.26066589355469,1 out of 2 Floors,Semi-Furnished,Bachelors,3,West,Immediately,1 Covered,1,,Main Road
"₹ 13,000",3 BHK Builder Floor for rent in Sholinganallur 1100 sqft,,,Ground out of 2 Floors,Semi-Furnished,Bachelors/Family,3,,Immediately,1 Covered,,,
"₹ 16,000","2 BHK Builder Floor for rent in Dhandeeswaram, Velachery 1100 sqft",,,Ground out of 1 Floor,Unfurnished,Bachelors/Family,2,North,Immediately,,,,"Garden/Park, Pool, Main Road"
"₹ 30,000","3 BHK Apartment for rent in Narinyas, Pallavaram 1500 sqft",12.9708621,80.1465217,,,,,,,,,,
"₹ 8,000","1 BHK Apartment for rent in Valasaravakkam, Arcot Road",13.055874824523926,80.21144104003906,1 out of 3 Floors,Unfurnished,Bachelors/Family,2,North,Immediately,1 Open,1,,Main Road
"₹ 8,000","1 BHK House for rent in Kamarajar Nagar, Avadi",,,Ground out of 2 Floors,Semi-Furnished,Bachelors/Family,1,,Immediately,,,,
"₹ 40,000",3 BHK Apartment for rent in Royapettah 1600 sqft,13.057466506958008,80.2252197265625,4 out of 9 Floors,Semi-Furnished,Bachelors,3,East,Immediately,"1 Covered, 1 Open",1,,Main Road
"₹ 45,000",3 BHK Apartment for rent in Thiruvanmiyur 1800 sqft,,,3 out of 4 Floors,Semi-Furnished,Family,3,West,Immediately,1 Covered,1,,Garden/Park
"₹ 15,000","3 BHK Apartment for rent in Ayanambakkam, Ambattur 1800 sqft",,,3 out of 4 Floors,Semi-Furnished,Family,3,South,Immediately,2 Covered,2,,
"₹ 50,000","3 BHK Apartment for rent in Rajarathinam Street, Vanuvampet 2200 sqft",,,2 out of 3 Floors,Semi-Furnished,Bachelors/Family,3,North,Immediately,1 Covered,2,,
"₹ 15,000","2 BHK Apartment for rent in Veeramani Nagar, Kovilambakkam 1200 sqft",,,1 out of 2 Floors,Semi-Furnished,Bachelors,2,East,From Mar '20,,2,,
"₹ 50,000",3 BHK Apartment for rent in Mylapore 1800 sqft,13.057426452636719,80.2252426147461,3 out of 8 Floors,Unfurnished,Bachelors,3,South,Immediately,"1 Covered, 1 Open",2,,"Garden/Park, Main Road"
"₹ 17,000",2 BHK Apartment for rent in Sholinganallur 841 sqft,13.061491966247559,80.1933364868164,2 out of 4 Floors,Semi-Furnished,Bachelors,2,North,Immediately,"1 Covered, 1 Open",2,,Main Road
"₹ 6,500","1 BHK House for rent in Aminjikarai, PH Road",,,,Unfurnished,Bachelors/Family,1,,Immediately,,,,
"₹ 30,000",3 BHK Apartment for rent in Thiruvanmiyur 1580 sqft,,,3 out of 4 Floors,Unfurnished,Bachelors/Family,2,South -West,Immediately,1 Covered,,,Main Road
"₹ 15,000",3 BHK Villa for rent in unamancheri 600 sqft,,,,Unfurnished,Family,3,,Immediately,1 Open,1,,
"₹ 11,000",1 BHK Builder Floor for rent in AGS Colony-Velachery,13.061445236206055,80.24002075195312,1 out of 1 Floor,Unfurnished,Bachelors,1,East,Immediately,1 Covered,,,Main Road
"₹ 30,000","2 BHK Apartment for rent in Purasawalkam, PH Road 1200 sqft",13.036849021911621,80.27525329589844,2 out of 3 Floors,Semi-Furnished,Bachelors,2,East,Immediately,,1,,"Garden/Park, Main Road"
"₹ 60,000",3 BHK Apartment for rent in Royapettah 1800 sqft,13.05813980102539,80.22428894042969,2 out of 4 Floors,Unfurnished,Bachelors,2,North - East,Immediately,"1 Covered, 1 Open",2,,Main Road
"₹ 20,000","2 BHK Apartment for rent in Lancor TCP Altura, Sholinganallur 841 sqft",12.8941686,80.22151,,,,,,,,,,
"₹ 11,000",3 BHK House for rent in Puthagaram-Madanankppam 980 sqft,,,1 out of 2 Floors,Unfurnished,Bachelors/Family,2,South,Immediately,1 Open,1,,
"₹ 41,000",3 BHK Builder Floor for rent in Thiruvanmiyur 1750 sqft,,,3 out of 4 Floors,Semi-Furnished,Family,3,West,Immediately,1 Covered,2,,Garden/Park
"₹ 7,500",2 BHK Apartment for rent in Thiruporur 917 sqft,,,3 out of 4 Floors,Unfurnished,Bachelors,2,North - West,Immediately,,2,,"Garden/Park, Pool"
"₹ 20,000","3 BHK House for rent in Ram Garden-Soumya Nagar 14,000 sqft",,,Upper Basement out of 5 Floors,Furnished,Bachelors/Family,2,,Immediately,,,,
"₹ 27,000","3 BHK House for rent in Ullagaram, Pallavaram-Thuraipakkam Road 1800 sqft",,,Upper Basement out of 5 Floors,Furnished,Bachelors/Family,3,,Immediately,,,,
"₹ 32,000",2 BHK Builder Floor for rent in T Nagar 1200 sqft,13.063849449157715,80.18931579589844,1 out of 3 Floors,Semi-Furnished,Bachelors,2,West,Immediately,1 Covered,1,,"Garden/Park, Main Road"
"₹ 22,000","2 BHK House for rent in Valasaravakkam, Arcot Road",13.047548294067383,80.1783676147461,Ground out of 2 Floors,Unfurnished,Bachelors/Family,2,,Immediately,,1,,
"₹ 7,500","1 BHK House for rent in Individual House, radha nagar - chromepet",,,,,,,,,,,,
"₹ 28,000","3 BHK House for rent in Annanagar East Block G, Annanagar East 1200 sqft",13.036749839782715,80.27510070800781,1 out of 2 Floors,Unfurnished,Bachelors,2,East,Immediately,,1,,"Garden/Park, Main Road"
"₹ 40,000","3 BHK House for rent in T.Nagar-Madipakkam, Madipakkam 1700 sqft",,,,Furnished,Bachelors/Family,3,,Immediately,,2,,
"₹ 80,000",3 BHK Builder Floor for rent in Alwarpet 2063 sqft,13.031088829040527,80.2553939819336,4 out of 4 Floors,Unfurnished,Bachelors/Family,3,South,Immediately,,1,,"Garden/Park, Main Road"
₹ 1.7 Lac,4 BHK Apartment for rent in Thiruvanmiyur 4000 sqft,,,2 out of 3 Floors,Furnished,Bachelors/Family,4,,Immediately,,2,,
"₹ 28,000",3 BHK Apartment for rent in Nungambakkam 1350 sqft,,,1 out of 4 Floors,Unfurnished,Bachelors/Family,2,,Immediately,1 Open,3,,Main Road
"₹ 18,000",3 BHK Builder Floor for rent in Muttukadu 1400 sqft,,,Ground out of 2 Floors,Semi-Furnished,Bachelors/Family,3,,Immediately,1 Covered,,,
"₹ 15,500","2 BHK Apartment for rent in Embassy Residency, Sholinganallur 650 sqft",12.894228,80.2073938754044,,,,,,,,,,
"₹ 17,000",3 BHK Apartment for rent in Mogappair West 1200 sqft,13.036879539489746,80.27531433105469,2 out of 2 Floors,Unfurnished,Bachelors,2,East,Immediately,,3,,"Garden/Park, Main Road"
"₹ 15,000",1 BHK Builder Floor for rent in Thiruvanmiyur,12.983258247375488,80.26066589355469,Ground out of 1 Floor,Unfurnished,Bachelors,1,North,Immediately,1 Covered,1,,Main Road
"₹ 50,000",2 BHK Apartment for rent in Nandanam 1300 sqft,,,2 out of 3 Floors,Semi-Furnished,Bachelors/Family,2,,Immediately,,,,
"₹ 8,000",2 BHK House for rent in Salamangalam 815 sqft,,,1 out of 1 Floor,Semi-Furnished,Bachelors/Family,2,,Immediately,,,,
"₹ 20,000","3 BHK Apartment for rent in VGN Southern Avenue, Kattankulathur, GST Road 1209 sqft",12.819294,80.028068,,,,,,,,,,
"₹ 8,000","2 BHK Apartment for rent in Madhulika, Padapai 1000 sqft",12.8696352,79.9768838,,,,,,,,,,
"₹ 25,000","3 BHK Apartment for rent in Ozone Greens, Perumbakkam 1786 sqft",12.911072,80.203333,,,,,,,,,,
"₹ 80,000","5 BHK House for rent in Neelankarai, E Coast Road 4050 sqft",,,,Furnished,Bachelors/Family,6,East,Immediately,2 Covered,1,,
"₹ 35,000","2 BHK House for rent in Neelankarai, E Coast Road 1800 sqft",,,,Furnished,Bachelors/Family,2,East,Immediately,1 Covered,,,
"₹ 19,000",2 BHK Apartment for rent in Besant Nagar 845 sqft,12.994746208190918,80.26152801513672,1 out of 3 Floors,Unfurnished,Bachelors,2,North,Immediately,,2,,Main Road
"₹ 15,000",2 BHK House for rent in Nehru Nagar-Saligramam 950 sqft,13.07113265991211,80.20767974853516,1 out of 2 Floors,Semi-Furnished,Family,2,,Immediately,,1,,Main Road
"₹ 15,000",2 BHK Builder Floor for rent in AGS Colony-Velachery 750 sqft,13.060190200805664,80.23844909667969,1 out of 1 Floor,Semi-Furnished,Bachelors,2,North,Immediately,1 Covered,,,"Garden/Park, Pool, Main Road"
"₹ 11,000",2 BHK Apartment for rent in Koyambedu 800 sqft,,,1 out of 3 Floors,Unfurnished,Bachelors/Family,2,,Immediately,,,,
"₹ 12,000",3 BHK Villa for rent in Mannivakkam 1100 sqft,,,,Semi-Furnished,Bachelors/Family,2,,Immediately,1 Covered,,,
"₹ 10,000",2 BHK Villa for rent in Avadi 1000 sqft,,,,Unfurnished,Bachelors/Family,2,,Immediately,,,,
"₹ 35,000",5 BHK House for rent in Pallavaram 3000 sqft,,,,Unfurnished,Bachelors/Family,5,,Immediately,1 Covered,1,,Main Road
"₹ 16,000",2 BHK Apartment for rent in Ayyapanthangal 1030 sqft,,,2 out of 2 Floors,Semi-Furnished,Bachelors/Family,2,,Immediately,,2,,
"₹ 32,000","3 BHK Apartment for rent in Prestige Bella Vista, Iyyappanthangal 1500 sqft",13.039969,80.131572,,,,,,,,,,
"₹ 12,500",2 BHK Apartment for rent in Pallavaram 949 sqft,,,2 out of 3 Floors,Semi-Furnished,Family,2,East,Immediately,,1,,
"₹ 9,000",2 BHK Apartment for rent in selaiyur chitlapakam 900 sqft,,,Ground out of 1 Floor,Unfurnished,Family,2,West,Immediately,,,Same Premise,Main Road
"₹ 33,000",3 BHK Apartment for rent in Thiruvanmiyur 1450 sqft,12.983258247375488,80.26066589355469,3 out of 4 Floors,Semi-Furnished,Bachelors,3,East,Immediately,2 Covered,1,,"Garden/Park, Pool, Main Road"
"₹ 23,000",2 BHK Apartment for rent in Tambaram East,12.922806739807129,80.12152099609375,2 out of 4 Floors,Unfurnished,Bachelors,2,West,Immediately,,1,,Garden/Park
"₹ 8,000",2 BHK House for rent in Nandivaram-Guduvancheri 750 sqft,12.811811447143555,80.0542984008789,Ground out of 2 Floors,Semi-Furnished,Bachelors/Family,2,,Immediately,,1,,
"₹ 12,500",2 BHK Apartment for rent in Pallikaranai 1100 sqft,,,2 out of 3 Floors,Unfurnished,Bachelors,2,West,Immediately,1 Covered,,,Main Road
"₹ 30,000",3 BHK Villa for rent in Perungudi 1700 sqft,12.966734886169434,80.24443054199219,,Semi-Furnished,Bachelors,3,South,Immediately,1 Covered,1,,"Main Road, Garden/Park, Pool"
"₹ 15,000",2 BHK House for rent in Perungudi 890 sqft,,,,Unfurnished,Bachelors/Family,2,,Immediately,,,,
"₹ 14,500","2 BHK Apartment for rent in Gopal Colony, Moula Ali 950 sqft",13.036839485168457,80.27519989013672,1 out of 2 Floors,Semi-Furnished,Bachelors/Family,2,East,Immediately,1 Covered,2,,"Garden/Park, Main Road"
"₹ 22,000","2 BHK House for rent in Park Dugar, Ramapuram, PH Road 1600 sqft",,,,Semi-Furnished,Family,3,East,Immediately,1 Open,,,
"₹ 12,000","1 BHK House for rent in Kamaraj Nagar-Thiruvanmiyur, E Coast Road",,,2 out of 2 Floors,Semi-Furnished,Bachelors/Family,1,,Immediately,,,,
"₹ 8,500","2 BHK Apartment for rent in Nehru Nagar-Chromepet, GST Road 800 sqft",12.9429044723511,80.1383590698242,3 out of 4 Floors,Semi-Furnished,Bachelors/Family,2,East,Immediately,1 Open,2,,
"₹ 10,000",1 BHK House for rent in Harrington Road,13.074195810214816,80.23080294708252,1 out of 1 Floor,Unfurnished,Bachelors/Family,1,,Immediately,,1,,
"₹ 16,000",2 BHK Builder Floor for rent in Velachery 1000 sqft,13.060176849365234,80.23824310302734,1 out of 2 Floors,Unfurnished,Bachelors,2,North - East,Immediately,"1 Covered, 1 Open",1,,"Garden/Park, Main Road"
"₹ 15,000",2 BHK Builder Floor for rent in Lakshmi Nagar-Velachery 960 sqft,13.060684204101562,80.2471694946289,1 out of 2 Floors,Unfurnished,Bachelors,2,East,Immediately,1 Covered,1,,"Garden/Park, Pool, Main Road"
"₹ 16,000","2 BHK Builder Floor for rent in Baby Nagar Extention, Velachery 950 sqft",8.289285659790039,77.44097137451172,1 out of 2 Floors,Semi-Furnished,Bachelors,2,East,Immediately,"1 Covered, 1 Open",,,"Garden/Park, Pool, Main Road"
"₹ 10,000",1 BHK Apartment for rent in Mylapore,,,2 out of 3 Floors,Unfurnished,Bachelors/Family,1,,Immediately,,,,
"₹ 26,000",3 BHK Apartment for rent in Nanganallur 1400 sqft,12.980182647705078,80.18373107910156,1 out of 3 Floors,Semi-Furnished,Bachelors,3,South,Immediately,1 Covered,3,,
"₹ 10,000",1 BHK Builder Floor for rent in Velachery,13.060513496398926,80.23997497558594,1 out of 2 Floors,Semi-Furnished,Bachelors,1,East,Immediately,,1,,"Garden/Park, Main Road"
"₹ 40,000","3 BHK Apartment for rent in Chaitanya Sunnyvale, Kilpauk Garden Colony, Kilpauk 1800 sqft",13.0979902319466,80.230748,,,,,,,,,,
"₹ 15,000","2 BHK Villa for rent in VGN Stafford, Ambattur 1120 sqft",13.131062,80.118885,,,,,,,,,,
"₹ 40,000",3 BHK Apartment for rent in Guduvancheri 1860 sqft,13.060355186462402,80.24059295654297,4 out of 11 Floors,Semi-Furnished,Bachelors,2,East,Immediately,1 Covered,1,,"Garden/Park, Pool, Main Road"
"₹ 16,000",2 BHK Builder Floor for rent in Velachery 950 sqft,13.060166358947754,80.23826599121094,1 out of 1 Floor,Semi-Furnished,Bachelors,2,East,Immediately,1 Covered,,,Main Road
"₹ 35,000",3 BHK Apartment for rent in Guduvancheri 1860 sqft,13.060343742370605,80.2405776977539,3 out of 11 Floors,Semi-Furnished,Bachelors,2,East,Immediately,"1 Covered, 1 Open",1,,"Garden/Park, Pool, Main Road"
"₹ 32,000",2 BHK Apartment for rent in Alwarpet 850 sqft,13.063947677612305,80.1893539428711,1 out of 3 Floors,Unfurnished,Bachelors,2,East,Immediately,1 Open,1,,Main Road
"₹ 14,000",3 BHK House for rent in Nanmangalam 1200 sqft,12.942168076990486,80.16954688876382,1 out of 2 Floors,Semi-Furnished,Family,2,North,Immediately,1 Covered,1,,
"₹ 35,000","2 BHK Service Apartment for rent in Nolambur, Ambattur, Chennai Bypass Road 2400 sqft",,,1 out of 3 Floors,Furnished,Bachelors/Family,2,North,Immediately,1 Covered,1,,Main Road
"₹ 25,000","2 BHK Apartment for rent in Olympia Opaline, Navalur 1280 sqft",12.849455,80.226717,,,,,,,,,,
"₹ 20,000",3 BHK House for rent in Jalladian Pet 1550 sqft,,,Upper Basement out of 5 Floors,Furnished,Bachelors/Family,3,,Immediately,,,,
"₹ 20,000","2 BHK House for rent in Kamakoti Nagar, Pallikaranai 1000 sqft",,,Upper Basement out of 5 Floors,Furnished,Bachelors/Family,2,,Immediately,,,,
"₹ 23,000","4 BHK House for rent in Kazhipattur, Old Mahabalipuram Road 2300 sqft",,,Upper Basement out of 5 Floors,Furnished,Bachelors/Family,3,,Immediately,,,,
"₹ 12,000","2 BHK Apartment for rent in Pammal, Chennai Bypass Road 900 sqft",12.973403930664062,80.1319351196289,Ground out of 1 Floor,Unfurnished,Bachelors/Family,2,West,Immediately,,,,Main Road
"₹ 28,000","3 BHK Apartment for rent in Appaswamy Greensville, Sholinganallur 1700 sqft",12.90002,80.227585,,,,,,,,,,
"₹ 6,500",1 BHK Apartment for rent in Chitlapakkam,,,Ground out of 1 Floor,Unfurnished,Bachelors/Family,1,,Immediately,,,,
"₹ 25,000",2 BHK Apartment for rent in Mylapore 1200 sqft,13.038086891174316,80.26844787597656,2 out of 3 Floors,Semi-Furnished,Family,2,East,Immediately,"1 Covered, 1 Open",,,Main Road
"₹ 14,000",3 BHK Apartment for rent in Chitlapakkam 1500 sqft,12.502887725830078,79.87555694580078,1 out of 1 Floor,Semi-Furnished,Bachelors/Family,2,North,Immediately,"1 Covered, 1 Open",1,,
"₹ 22,000","2 BHK Apartment for rent in Vijay Nagar, Velachery 1000 sqft",13.049468040466309,80.23004150390625,1 out of 6 Floors,Semi-Furnished,Bachelors,2,North,Immediately,1 Covered,,,Main Road
"₹ 29,000","2 BHK Apartment for rent in Ekkatuthangal, PH Road 1075 sqft",13.021391868591309,80.19706726074219,2 out of 2 Floors,Furnished,Family,2,,Immediately,1 Covered,2,,Main Road
"₹ 40,000","3 BHK Apartment for rent in Natesa Nagar, Virugambakkam 2400 sqft",,,13 out of 18 Floors,Semi-Furnished,Bachelors/Family,3,,Immediately,,,,
"₹ 9,000","2 BHK House for rent in Tambaram West, Tambaram, Chennai Bypass Road 850 sqft",12.935771942138672,80.09375762939453,2 out of 2 Floors,Unfurnished,Bachelors,2,North,Immediately,,1,,
"₹ 8,000","1 BHK House for rent in Villivakkam, Jawaharlal Nehru Road",13.109545707702637,80.20516204833984,Ground out of 1 Floor,Unfurnished,Bachelors,1,East,Immediately,,,,Main Road
"₹ 20,000","3 BHK Apartment for rent in TVH Ouranya Bay, Padur, Old Mahabalipuram Road 1710 sqft",12.81189,80.230213,,,,,,,,,,
"₹ 10,000",3 BHK House for rent in Guduvancheri 1250 sqft,,,1 out of 1 Floor,Unfurnished,Bachelors/Family,3,,Immediately,,,,
"₹ 22,000","3 BHK Apartment for rent in Ramapuram, PH Road 1545 sqft",13.0315418243408,80.1791076660156,1 out of 3 Floors,Semi-Furnished,Bachelors/Family,3,South,Immediately,36 Open,2,,Main Road
"₹ 30,000",4 BHK Villa for rent in Thalambur 2600 sqft,12.502900123596191,79.87556457519531,,Semi-Furnished,Bachelors/Family,3,,Immediately,2 Covered,1,,
"₹ 19,500","2 BHK Builder Floor for rent in Tansi Nagar, Velachery 1180 sqft",13.029865264892578,80.15867614746094,2 out of 2 Floors,Unfurnished,Bachelors,2,South,Immediately,2 Covered,2,,Garden/Park
"₹ 45,000","3 BHK Builder Floor for rent in Indira Nagar, Adyar, Sardar Patel Road 2000 sqft",12.9982541255955,80.2544976420921,,,,,,,,,,
₹ 1.2 Lac,"3 BHK Apartment for rent in The Metrozone, Anna Nagar 1435 sqft",13.082507,80.194759,,,,,,,,,,
"₹ 23,500","2 BHK Builder Floor for rent in Urbanville, Velachery 970 sqft",12.978771,80.220904,,,,,,,,,,
"₹ 48,000","3 BHK Apartment for rent in Ceebros Kairali, Nungambakkam 1700 sqft",13.0579245642434,80.2455743357741,,,,,,,,,,
"₹ 50,000","3 BHK Apartment for rent in KGEYES Eternity, Besant Nagar 1550 sqft",12.990213,80.263529570673,,,,,,,,,,
"₹ 6,500",2 BHK Builder Floor for rent in Guduvancheri 700 sqft,,,1 out of 1 Floor,Unfurnished,Bachelors/Family,2,,Immediately,1 Covered,1,,
"₹ 25,000","3 BHK Apartment for rent in Amarprakash Palm Riviera, Chromepet, GST Road 1400 sqft",12.970202,80.0982854,,,,,,,,,,
"₹ 28,000","2 BHK Apartment for rent in Bhaggyam Aura Mills, Okkiyam Thuraipakkam, E Coast Road 1231 sqft",13.0307659134459,80.2016182925555,,,,,,,,,,
"₹ 17,000",2 BHK Apartment for rent in Perumbakkam 1330 sqft,13.05811595916748,80.22430419921875,3 out of 19 Floors,Semi-Furnished,Bachelors,2,North,Immediately,"1 Covered, 1 Open",1,,"Garden/Park, Main Road"
